Report : power
	-net
	-cell
	-hier
	-analysis_effort low
	-sort_mode dynamic_power
Design : Processor_3
Version: X-2005.09-SP1
Date   : Tue Dec 11 20:24:08 2007
****************************************


Library(s) Used:

    CORE90GPSVT (File: /cell_libs/cmos090_50a/CORE90GPSVT_SNPS-AVT_2.1/SIGNOFF/bc_1.10V_m40C_wc_0.90V_105C/PT_LIB/CORE90GPSVT_NomLeak.db)
    CORE90GPHVT (File: /cell_libs/cmos090_50a/CORE90GPHVT_SNPS-AVT_2.1.a/SIGNOFF/bc_1.10V_m40C_wc_0.90V_105C/PT_LIB/CORE90GPHVT_NomLeak.db)


Operating Conditions: NomLeak   Library: CORE90GPSVT
Wire Load Model Mode: enclosed

Design        Wire Load Model            Library
Add3                    7.537e-03       N/A        N/A (N/A)   1223410.1250
                                                                          h
Add_new_value              0.0407       N/A        N/A (N/A)   624917.1875
                                                                          h
Mult1                   8.619e-04       N/A        N/A (N/A)   15654006.0000
                                                                          h
Mult2                      0.0622       N/A        N/A (N/A)   9960954.0000
                                                                          h
Mult3                   8.817e-04       N/A        N/A (N/A)   15813540.0000
                                                                          h
Mult4                   1.082e-03       N/A        N/A (N/A)   14616071.0000
                                                                          h
Mult5                      0.0601       N/A        N/A (N/A)   10663108.0000
                                                                          h
Mult6                   7.783e-04       N/A        N/A (N/A)   14786118.0000
                                                                          h
Mult7                   7.867e-09       N/A        N/A (N/A)   14406445.0000
                                                                          h
Mult8                      0.0635       N/A        N/A (N/A)   10902646.0000
                                                                          h
Mult9                   2.065e-03       N/A        N/A (N/A)   15793066.0000
                                                                          h
Multiplexer                0.0223       N/A        N/A (N/A)   676181.4375
                                                                          h
cache                      0.4796       N/A        N/A (N/A)   2226374.0000
                                                                          h
filtermask                 0.3937       N/A        N/A (N/A)   1639649.1250
                                                                          h
fsm_input                  0.1170       N/A        N/A (N/A)   20541820.0000
                                                                          h
fsm_output                 0.1744       N/A        N/A (N/A)   31158536.0000
                                                                          h
regster                    0.0518       N/A        N/A (N/A)   219452.7031
                                                                          h
--------------------------------------------------------------------------------
Totals (19 cells)          1.492mW     N/A         N/A (N/A)    183.226uW


--------------------------------------------------------------------------------
                                       Switch   Int      Leak     Total
Hierarchy                              Power    Power    Power    Power    %
--------------------------------------------------------------------------------
Processor_3                               0.390    1.492 1.83e+08    2.065 100.0
  regster (REG)                        4.97e-04 5.18e-02 2.19e+05 5.25e-02   2.5
  Add_new_value (ADDER_2)              7.64e-03 4.07e-02 6.25e+05 4.89e-02   2.4
    add_17/plus/plus (ADDER_2_DW01_add_0)
                                       6.70e-03 3.77e-02 5.08e+05 4.49e-02   2.2
  Multiplexer (MUX_4)                  1.26e-02 2.23e-02 6.76e+05 3.56e-02   1.7
  Add3 (ADDER_3_0)                     2.08e-03 7.54e-03 1.22e+06 1.08e-02   0.5
    add_1_root_add_0_root_add_17/plus/plus_1 (ADDER_3_0_DW01_add_0)
                                          0.000    0.000 5.03e+05 5.03e-04   0.0
    add_0_root_add_0_root_add_17/plus/plus_1 (ADDER_3_0_DW01_add_3)
                                       6.84e-04 4.52e-03 5.16e+05 5.72e-03   0.3
  Add2 (ADDER_3_1)                     2.18e-03 7.00e-03 1.17e+06 1.04e-02   0.5
    add_0_root_add_0_root_add_17/plus/plus_1 (ADDER_3_1_DW01_add_1)
                                       6.12e-04 4.53e-03 5.16e+05 5.66e-03   0.3
    add_1_root_add_0_root_add_17/plus/plus_1 (ADDER_3_1_DW01_add_3)
                                          0.000    0.000 5.03e+05 5.03e-04   0.0
  Add1 (ADDER_3_2)                     1.96e-03 6.61e-03 1.15e+06 9.73e-03   0.5
    add_0_root_add_0_root_add_17/plus/plus_1 (ADDER_3_2_DW01_add_1)
                                       5.70e-04 4.56e-03 5.16e+05 5.64e-03   0.3
    add_1_root_add_0_root_add_17/plus/plus_1 (ADDER_3_2_DW01_add_3)
                                          0.000    0.000 5.03e+05 5.03e-04   0.0
  Mult9 (multiplier_0)                 4.12e-03 2.07e-03 1.58e+07 2.20e-02   1.1
    I_CRA (CRA_15_0)                      0.000    0.000 2.63e+06 2.63e-03   0.1
    I_CSA6 (csa15bit_0)                   0.000    0.000 3.41e+06 3.41e-03   0.2
    I_CSA5 (csa15bit_1)                   0.000    0.000 2.36e+06 2.36e-03   0.1
    I_CSA4 (csa15bit_2)                   0.000    0.000 1.20e+06 1.20e-03   0.1
    I_CSA3 (csa15bit_3)                   0.000    0.000 2.29e+06 2.29e-03   0.1
    I_CSA2 (csa15bit_4)                   0.000    0.000 1.08e+06 1.08e-03   0.1
    I_CSA1 (csa15bit_5)                   0.000    0.000 1.80e+06 1.80e-03   0.1
    I_PAR (parcial_0)                  2.57e-03 1.44e-03 9.94e+05 5.00e-03   0.2
  Mult8 (multiplier_1)                 2.71e-02 6.35e-02 1.09e+07    0.101   4.9
    I_CRA (CRA_15_1)                   6.21e-03 1.09e-02 1.77e+06 1.89e-02   0.9
    I_CSA6 (csa15bit_6)                6.16e-03 1.73e-02 3.02e+06 2.65e-02   1.3
    I_CSA5 (csa15bit_7)                5.08e-03 1.37e-02 1.84e+06 2.06e-02   1.0
    I_CSA4 (csa15bit_8)                1.79e-04 3.27e-04 5.70e+05 1.08e-03   0.1
    I_CSA3 (csa15bit_9)                3.49e-03 7.88e-03 1.00e+06 1.24e-02   0.6
    I_CSA2 (csa15bit_10)               1.10e-03 2.69e-03 9.23e+05 4.71e-03   0.2
    I_CSA1 (csa15bit_11)               2.52e-03 7.54e-03 1.29e+06 1.14e-02   0.5
    I_PAR (parcial_1)                  2.41e-03 3.06e-03 4.86e+05 5.95e-03   0.3
  Mult7 (multiplier_2)                 3.60e-08 7.87e-09 1.44e+07 1.44e-02   0.7
    I_CRA (CRA_15_2)                      0.000    0.000 2.51e+06 2.51e-03   0.1
    I_CSA6 (csa15bit_12)                  0.000    0.000 2.80e+06 2.80e-03   0.1
    I_CSA5 (csa15bit_13)                  0.000    0.000 2.74e+06 2.74e-03   0.1
    I_CSA4 (csa15bit_14)                  0.000    0.000 1.06e+06 1.06e-03   0.1
    I_CSA3 (csa15bit_15)                  0.000    0.000 1.96e+06 1.96e-03   0.1
    I_CSA2 (csa15bit_16)                  0.000    0.000 9.76e+05 9.76e-04   0.0
    I_CSA1 (csa15bit_17)                  0.000    0.000 1.72e+06 1.72e-03   0.1
    I_PAR (parcial_2)                  3.60e-08 7.87e-09 6.05e+05 6.06e-04   0.0
  Mult6 (multiplier_3)                 1.39e-03 7.78e-04 1.48e+07 1.70e-02   0.8
    I_CRA (CRA_15_3)                      0.000    0.000 2.36e+06 2.36e-03   0.1
    I_CSA6 (csa15bit_18)                  0.000    0.000 3.17e+06 3.17e-03   0.2
    I_CSA5 (csa15bit_19)                  0.000    0.000 2.48e+06 2.48e-03   0.1
    I_CSA4 (csa15bit_20)                  0.000    0.000 1.01e+06 1.01e-03   0.0
    I_CSA3 (csa15bit_21)                  0.000    0.000 2.15e+06 2.15e-03   0.1
    I_CSA2 (csa15bit_22)                  0.000    0.000 1.32e+06 1.32e-03   0.1
    I_CSA1 (csa15bit_23)                  0.000    0.000 1.42e+06 1.42e-03   0.1
    I_PAR (parcial_3)                  1.39e-03 7.78e-04 8.90e+05 3.05e-03   0.1
  Mult5 (multiplier_4)                 2.76e-02 6.01e-02 1.07e+07 9.83e-02   4.8
    I_CRA (CRA_15_4)                   7.32e-03 1.29e-02 2.01e+06 2.22e-02   1.1
    I_CSA6 (csa15bit_24)               5.98e-03 1.41e-02 2.17e+06 2.23e-02   1.1
    I_CSA5 (csa15bit_25)               4.25e-03 1.09e-02 1.66e+06 1.69e-02   0.8
    I_CSA4 (csa15bit_26)               1.95e-04 3.70e-04 7.00e+05 1.27e-03   0.1
    I_CSA3 (csa15bit_27)               4.00e-03 1.01e-02 1.51e+06 1.56e-02   0.8
    I_CSA2 (csa15bit_28)               1.17e-03 2.80e-03 1.08e+06 5.05e-03   0.2
    I_CSA1 (csa15bit_29)               2.64e-03 5.98e-03 1.15e+06 9.78e-03   0.5
    I_PAR (parcial_4)                  1.99e-03 2.86e-03 3.97e+05 5.25e-03   0.3
  Mult4 (multiplier_5)                 2.24e-03 1.08e-03 1.46e+07 1.79e-02   0.9
    I_CRA (CRA_15_5)                      0.000    0.000 2.34e+06 2.34e-03   0.1
    I_CSA6 (csa15bit_30)                  0.000    0.000 3.07e+06 3.07e-03   0.1
    I_CSA5 (csa15bit_31)                  0.000    0.000 2.48e+06 2.48e-03   0.1
    I_CSA4 (csa15bit_32)                  0.000    0.000 1.27e+06 1.27e-03   0.1
    I_CSA3 (csa15bit_33)                  0.000    0.000 1.74e+06 1.74e-03   0.1
    I_CSA2 (csa15bit_34)                  0.000    0.000 1.16e+06 1.16e-03   0.1
    I_CSA1 (csa15bit_35)                  0.000    0.000 1.86e+06 1.86e-03   0.1
    I_PAR (parcial_5)                  4.81e-04 4.49e-04 6.49e+05 1.58e-03   0.1
  Mult3 (multiplier_6)                 1.68e-03 8.82e-04 1.58e+07 1.84e-02   0.9
    I_CRA (CRA_15_6)                      0.000    0.000 2.85e+06 2.85e-03   0.1
    I_CSA6 (csa15bit_36)                  0.000    0.000 3.72e+06 3.72e-03   0.2
    I_CSA5 (csa15bit_37)                  0.000    0.000 2.80e+06 2.80e-03   0.1
    I_CSA4 (csa15bit_38)                  0.000    0.000 6.39e+05 6.39e-04   0.0
    I_CSA3 (csa15bit_39)                  0.000    0.000 2.21e+06 2.21e-03   0.1
    I_CSA2 (csa15bit_40)                  0.000    0.000 1.06e+06 1.06e-03   0.1
    I_CSA1 (csa15bit_41)                  0.000    0.000 1.76e+06 1.76e-03   0.1
    I_PAR (parcial_6)                  1.17e-08 3.78e-09 7.26e+05 7.26e-04   0.0
  Mult2 (multiplier_7)                 2.79e-02 6.22e-02 9.96e+06    0.100   4.8
    I_CRA (CRA_15_7)                   6.38e-03 8.96e-03 1.60e+06 1.69e-02   0.8
    I_CSA6 (csa15bit_42)               5.12e-03 1.46e-02 2.16e+06 2.19e-02   1.1
    I_CSA5 (csa15bit_43)               4.48e-03 1.20e-02 1.69e+06 1.82e-02   0.9
    I_CSA4 (csa15bit_44)               1.96e-04 5.32e-04 4.42e+05 1.17e-03   0.1
    I_CSA3 (csa15bit_45)               4.39e-03 1.04e-02 1.46e+06 1.62e-02   0.8
    I_CSA2 (csa15bit_46)               9.81e-04 2.70e-03 6.43e+05 4.32e-03   0.2
    I_CSA1 (csa15bit_47)               3.56e-03 8.98e-03 1.45e+06 1.40e-02   0.7
    I_PAR (parcial_7)                  2.79e-03 4.00e-03 5.19e+05 7.31e-03   0.4
  Mult1 (multiplier_8)                 1.80e-03 8.62e-04 1.57e+07 1.83e-02   0.9
    I_CRA (CRA_15_8)                      0.000    0.000 2.52e+06 2.52e-03   0.1
    I_CSA6 (csa15bit_48)                  0.000    0.000 3.55e+06 3.55e-03   0.2
    I_CSA5 (csa15bit_49)                  0.000    0.000 2.47e+06 2.47e-03   0.1
    I_CSA4 (csa15bit_50)                  0.000    0.000 1.11e+06 1.11e-03   0.1
    I_CSA3 (csa15bit_51)                  0.000    0.000 2.47e+06 2.47e-03   0.1
    I_CSA2 (csa15bit_52)                  0.000    0.000 9.02e+05 9.02e-04   0.0
    I_CSA1 (csa15bit_53)                  0.000    0.000 1.97e+06 1.97e-03   0.1
    I_PAR (parcial_8)                  1.80e-03 8.62e-04 6.72e+05 3.34e-03   0.2
  filtermask (SHIFTREG_0)              1.79e-07    0.394 1.64e+06    0.395  19.1
  cache (SHIFTREG_1)                   7.05e-02    0.480 2.23e+06    0.552  26.8
  fsm_output (FSM_out_3)                  0.101    0.174 3.12e+07    0.307  14.8
    r156 (FSM_out_3_DW01_inc_0)        5.16e-03 3.22e-02 3.89e+06 4.13e-02   2.0
    r159 (FSM_out_3_DW01_inc_1)           0.000    0.000 3.80e+06 3.80e-03   0.2
    r162 (FSM_out_3_DW01_inc_2)           0.000    0.000 3.82e+06 3.82e-03   0.2
    r167 (FSM_out_3_DW01_inc_4)           0.000    0.000 3.78e+06 3.78e-03   0.2
    sub_312 (FSM_out_3_DW01_sub_0)        0.000    0.000 4.46e+04 4.46e-05   0.0
    add_287 (FSM_out_3_DW01_add_0)        0.000    0.000 4.76e+04 4.76e-05   0.0
    add_109 (FSM_out_3_DW01_inc_5)     4.31e-03 3.34e-02 3.89e+06 4.16e-02   2.0
  fsm_input (FSM_in_3)                 9.73e-02    0.117 2.05e+07    0.235  11.4
    r111 (FSM_in_3_DW01_inc_0)         5.77e-03 3.21e-02 3.89e+06 4.18e-02   2.0
    add_192 (FSM_in_3_DW01_inc_2)         0.000    0.000 3.80e+06 3.80e-03   0.2
    add_165 (FSM_in_3_DW01_add_1)         0.000    0.000 4.35e+04 4.35e-05   0.0
    add_103 (FSM_in_3_DW01_inc_3)      7.37e-07 4.85e-06 3.78e+06 3.78e-03   0.2
